Category,Paper Name,Authors,Link to Paper,Abstract (truncated),OpenReview,arXiv
VLA Models,StableVLA: Towards Robust Vision-Language-Action Models without Extra Data,Yiyang Fu; Chubin Zhang; Shukai Gong; Yufan Deng; Kaiwei Sun; Qiyang Min; Qibin Hou; Yansong Tang; Jianan Wang; Zhou Daquan,https://icml.cc/virtual/2026/poster/63066,"It is infeasible to encompass all possible disturbances within the training dataset. This raises a critical question regarding the robustness of Vision-Language-Action (VLA) models when encountering unseen real-world visual disturbances, particularly under imperfect visual conditions. In this work, we conduct a systematic study based on recent state-of-the-art VLA models and reveal a significant performance drop when visual disturbances absent from the training data are introduced. To mitigate this issue, we propose a lightweight adapter module grounded in information theory, termed the Inform",https://openreview.net/forum?id=aOSkHBRYUJ,
VLA Models,Temporal Difference Calibration in Sequential Tasks: Application to Vision-Language-Action Models,Shelly Francis-Meretzki; Mirco Mutti; Yaniv Romano; Aviv Tamar,https://icml.cc/virtual/2026/poster/63834,"Recent advances in vision-language-action (VLA) models for robotics have highlighted the importance of reliable uncertainty quantification in sequential tasks. However, assessing and improving calibration in such settings remains mostly unexplored, especially when only partial trajectories are observed. In this work, we formulate sequential calibration for episodic tasks, where task-success confidence is produced along an episode, while success is determined at the end of it. We introduce a sequential extension of the Brier score and show that, for binary outcomes, its risk minimizer coincides",https://openreview.net/forum?id=TIru4KuhcB,https://arxiv.org/abs/2604.20472
VLA Models,"Think Less, Act Early: Reinforced Latent Reasoning with Early Exit in Vision-Language-Action Models",Dianqiao Lei; Lianlei Shan,https://icml.cc/virtual/2026/poster/61571,"Existing Vision-Language-Action (VLA) models predominantly rely on explicit Chain-of-Thought (CoT) reasoning to bridge perception and action. While effective, this paradigm suffers from high computational costs and error propagation in multi-step tasks. In this paper, we propose Adaptive Variable Alignment VLA (AVA-VLA), a novel Latent Reasoning VLA framework that models reasoning as a sequence of unobservable latent variables, bypassing the need for explicit text generation. However, latent trajectories are inherently susceptible to noise interference and misalignment with downstream objectiv",https://openreview.net/forum?id=op2bPlSv2o,
VLA Models,TRAP: Hijacking VLA CoT-Reasoning via Adversarial Patches,Zhengxian Huang; Wenjun Zhu; Haoxuan Qiu; Xiaoyu Ji; Wenyuan Xu,https://icml.cc/virtual/2026/poster/60529,"By integrating Chain-of-Thought (CoT) reasoning, Vision-Language-Action (VLA) models have demonstrated strong capabilities in robotic manipulation, particularly by improving generalization and interpretability. However, the security of CoT-based reasoning mechanisms remains largely unexplored. In this paper, we show that Chain-of-Thought (CoT) reasoning introduces a novel attack vector for targeted control hijacking—for example, causing a robot to mistakenly deliver a knife to a person instead of an apple—without modifying the user’s instruction. We first provide empirical evidence that CoT st",https://openreview.net/forum?id=zLUPTgV7BI,https://arxiv.org/abs/2603.23117
VLA Models,UniCoD: Enhancing Robot Policy via Unified Continuous and Discrete Representation Learning,Jianke Zhang; Yucheng Hu; Yanjiang Guo; Xiaoyu Chen; Yichen Liu; Wenna Chen; Chaochao Lu; Jianyu Chen,https://icml.cc/virtual/2026/poster/63426,"Building generalist robot policies that can handle diverse tasks in open-ended environments is a central challenge in robotics. To leverage knowledge from large-scale pretraining, prior work (VLA) has typically built generalist policies either on top of vision-language models (VLMs) or generative models. However, both semantic understanding from vision-language pretraining and visual dynamics modeling from visual-generation pretraining are crucial for embodied robots. Recent unified models of generation and understanding have demonstrated strong capabilities in both comprehension and generatio",https://openreview.net/forum?id=XIHBvLayrp,
VLA Models,Vision-Language-Action Pretraining from Large-Scale Human Videos,Hao Luo; Yicheng Feng; Wanpeng Zhang; Sipeng Zheng; Ye Wang; Haoqi Yuan; jiazheng liu; Chaoyi Xu; Haiweng Xu; Qin Jin; Zongqing Lu,https://icml.cc/virtual/2026/poster/62813,"Existing Vision-Language-Action (VLA) models struggle with complex manipulation tasks requiring high dexterity and generalization, primarily due to their reliance on synthetic data with significant sim-to-real gaps or limited teleoperated demonstrations. To address this bottleneck, we propose leveraging human hands as a manipulator template, capitalizing on the rich dexterity and scalability present in web data of human manipulation. Our approach introduces physical instruction tuning, a novel training paradigm that combines large-scale VLA pretraining from human videos, perspective spatial al",https://openreview.net/forum?id=d2TFven78P,https://arxiv.org/abs/2507.15597
VLA Models,VLA-Arena: An Open-Source Framework for Benchmarking Vision-Language-Action Models,Borong Zhang; Jiahao Li; Jiachen Shen; Yishuai Cai; Yuhao Zhang; Yuanpei Chen; Juntao Dai; Jiaming Ji; Yaodong Yang,https://icml.cc/virtual/2026/poster/61388,"While Vision-Language-Action models (VLAs) are rapidly advancing toward generalist robot policies, quantitatively characterizing their capability boundaries and failure modes remains challenging. To address this, we introduce VLA-Arena , a comprehensive benchmark. It features a novel structured task design framework to quantify difficulty across three orthogonal axes: (1) Task Structure , (2) Language Command , and (3) Visual Observation . This allows us to systematically design tasks with fine-grained difficulty levels, enabling a precise measurement of model capability frontiers. For task st",https://openreview.net/forum?id=qjeCH95rbF,https://arxiv.org/abs/2512.22539
VLA Models,VLA-ATTC: Adaptive Test-Time Compute for VLA Models with Relative Action Critic Model,Wenhao Li; Xiu Su; Yichao Cao; Hongyan Xu; Xiaobo Xia; Shan You; Yi Chen; Chang Xu,https://icml.cc/virtual/2026/poster/61157,"Vision-Language-Action (VLA) models have demonstrated remarkable capabilities and generalization in embodied manipulation. However, their decision-making relies on a fast, instinctive process that lacks deliberation. This strategy often leads to suboptimal or catastrophic actions when facing complex or ambiguous scenarios that require greater consideration. In this paper, we introduce \textbf{VLA-ATTC}, a framework that endows VLA models with adaptive test-time compute (TTC). VLA-ATTC employs an uncertainty-based ``cognitive clutch'' to dynamically transition from reflexive execution to a TTC ",https://openreview.net/forum?id=tAqHcMkhy7,https://arxiv.org/abs/2605.01194
VLA Models,VLANeXt: Recipes for Building Strong VLA Models,Xiao-Ming Wu; Bin Fan; Kang Liao; Jian-Jian Jiang; Runze Yang; Yihang Luo; Zhonghua Wu; Wei-Shi Zheng; Chen Change Loy,https://icml.cc/virtual/2026/poster/64465,"Following the rise of large foundation models, Vision–Language–Action models (VLAs) emerged, leveraging strong visual and language understanding for general-purpose policy learning. Yet, the current VLA landscape remains fragmented and exploratory. Although many groups have proposed their own VLA models, inconsistencies in training protocols and evaluation settings make it difficult to identify which design choices truly matter. To bring structure to this evolving space, we reexamine the VLA design space under a unified framework and evaluation setup. Starting from a simple VLA baseline simila",https://openreview.net/forum?id=NKpnzoFqFu,https://arxiv.org/abs/2602.18532
VLA Models,XR-1: Towards Versatile Vision-Language-Action Models via Learning Unified Vision-Motion Representations,Shichao Fan; Kun Wu; Zhengping Che; Xinhua Wang; Di Wu; Fei Liao; Ning Liu; Yixue Zhang; Zhen Zhao; Zhiyuan Xu; Meng Li; Qingjie Liu; Shanghang Zhang; Min Wan; Jian Tang,https://icml.cc/virtual/2026/poster/64826,"Recent progress in large-scale robotic datasets and vision-language models (VLMs) has advanced research on vision-language-action (VLA) models. However, existing VLA models still face two fundamental challenges: (\textit{i}) producing precise low-level actions from high-dimensional observations, (\textit{ii}) bridging domain gaps across heterogeneous data sources, including diverse robot embodiments and human demonstrations. Existing methods often encode latent variables from either visual dynamics or robotic actions to guide policy learning, but they fail to fully exploit the complementary mu",https://openreview.net/forum?id=JO0IsGJg16,
Navigation,AdaNav: Adaptive Reasoning with Uncertainty for Vision-Language Navigation,Xin Ding; Jianyu Wei; Yifan Yang; Shiqi Jiang; QIANXI ZHANG; Hao Wu; Fucheng Jia; Liang Mi; Yuxuan Yan; weijun wang; Yunxin Liu; Zhibo Chen; Ting Cao,https://icml.cc/virtual/2026/poster/61535,"Vision-Language Navigation (VLN) requires agents to follow natural language instructions by grounding them in sequential visual observations over long horizons. Explicit reasoning could enhance temporal consistency and perception–action alignment, but reasoning at fixed steps often leads to suboptimal performance and unnecessary computation. To address this, we propose AdaNav, an uncertainty-based adaptive reasoning framework for VLN. At its core is the Uncertainty-Adaptive Reasoning Block (UAR), a lightweight plugin that dynamically triggers reasoning. We introduce Action Entropy as a policy ",https://openreview.net/forum?id=p8vZ7TuyKm,https://arxiv.org/abs/2509.24387
Navigation,Adaptive Quasimetric Mapping : Principled Topological Abstraction for Robust Offline Goal-Conditioned Navigation,Anthony Kobanda; Waris Radji; Odalric-Ambrym Maillard; Rémy Portelas,https://icml.cc/virtual/2026/poster/63675,"Goal-Conditioned Reinforcement Learning aims to design agents that can reach specified goals, notably from previously collected trajectories in the offline setting. In this context, graph-based approaches have been proposed to mitigate compounding value-estimation errors in long-horizon navigation tasks. However, existing approaches typically rely on dense keypoint coverage of the dataset support, resulting in computationally expensive planning. Moreover, they lack explicit mechanisms to adapt to topological changes (e.g., new obstacles), hindering deployment in live applications such as video",https://openreview.net/forum?id=UkaCBdE58o,
Navigation,Covariance Volume Maximization for Embodied Latent Exploration in Deep Reinforcement Learning,Yiming Wang; Yiheng Zhang; Kaiyan Zhao; Xingjie Zuo; Xingyu Liu; Xuetao Li; Furui Liu; Bo An; Leong Hou U,https://icml.cc/virtual/2026/poster/61693,"Efficient exploration remains a key challenge in deep reinforcement learning, especially for embodied agents operating in realistic environments with high-dimensional observations and complex dynamics. Recent latent exploration methods define bonuses in a learned latent space, but often struggle in these settings where (i) representations can be noisy or policy-dependent, and (ii) common strategies such as randomized latent objectives or fixed directional spanning are brittle and fail to improve global coverage. We propose Covariance Volume Maximization (CVM), a coverage-driven latent explorat",https://openreview.net/forum?id=nfxxgHgWiL,
Navigation,Hydra-Nav: Object Navigation via Adaptive Dual-Process Reasoning,Zixuan Wang; Huang Fang; Shaoan Wang; Yuanfei Luo; Heng Dong; Wei Li; Yiming Gan,https://icml.cc/virtual/2026/poster/61357,"While large vision-language models (VLMs) show promise for object goal navigation, current methods still struggle with low success rates and inefficient localization of unseen objects—failures primarily attributed to weak temporal-spatial reasoning. Meanwhile, recent attempts to inject reasoning into VLM-based agents improve success rates but incur substantial computational overhead. To address both the ineffectiveness and inefficiency of existing approaches, we introduce Hydra-Nav, a unified VLM architecture that adaptively switches between a deliberative ""slow system"" for analyzing explorati",https://openreview.net/forum?id=r2RVWpvPk7,https://arxiv.org/abs/2602.09972
Navigation,Instruction Decomposition and Action Alignment for Vision-Language Navigation,Zihao Xin; Wentong Li; Yixuan Jiang; Bin Wang; Piji Li; Jianke Zhu; Jie Qin; Sheng-Jun Huang,https://icml.cc/virtual/2026/poster/64780,"Vision-and-Language Navigation (VLN) empowered by Multimodal Large Language Models (MLLMs) is promise, yet remains challenged by long-horizon tasks with complex user instructions. Existing approaches that continuously condition on full instructions incur high latency due to abundant visual tokens and exacerbates instruction interference, where irrelevant text noise induces hallucinations. To address these limitations, we propose IDEAL-VLN ( \textbf{I}nstruction \textbf{DE}composition and \textbf{A}ction a\textbf{L}ignment ), a novel paradigm that reformulates navigation as a causal inference c",https://openreview.net/forum?id=JuevNH20tI,
Navigation,Joint Navigation and Manipulation Planning with 3D Interaction Chains,Keming Zhang; Sixian Zhang; Xinhang Song; Hongyu Wang; Yiyao Wang; Yingjie Wang; Shuqiang Jiang,https://icml.cc/virtual/2026/poster/61610,"Open-vocabulary mobile manipulation (OVMM) requires long-horizon navigation in unseen environments and object-centric manipulation. Most existing methods treat navigation and manipulation as separate stages, which can yield navigation endpoints that are poor for manipulation or manipulation-friendly poses that are globally inefficient. We address this mismatch with 3D Interaction Chains (3D-IC), a unified framework that couples multi-stage navigation and manipulation planning. 3D-IC maintains a shared 3D feature map for both skills, generates stage-aligned interaction waypoints, and links them",https://openreview.net/forum?id=oVB2xYWvpv,
Navigation,Learning Transferable Interaction Primitives from Game Videos for Humanoids,Xiangming Zhu; Huayu Deng; Haoran Zhao; Yiwei Hao; Yunbo Wang,https://icml.cc/virtual/2026/poster/65120,"Learning humanoid control from video provides a scalable alternative to the scarcity of high-fidelity robot data. Existing methods, however, often rely on curated datasets and treat video as passive kinematic priors. They fail to capture dynamic humanoid interactions with the environment, which are essential for real-world deployment. To address this, we propose TRansferable Interaction Primitives (TRIP), a framework designed to extract and ground interactions from unstructured, unlabeled game videos for physical controllers. TRIP explicitly models dependencies between motion dynamics and envi",https://openreview.net/forum?id=Gd2S0bJqNZ,
Navigation,MapDream: Task-Driven Map Learning for Vision-Language Navigation,Guoxin Lian; Shuo Wang; Yucheng Wang; Yongcai Wang; Maiyue Chen; kaihui.wang; Bo Zhang; Zhizhong Su; Deying Li; Zhaoxin Fan,https://icml.cc/virtual/2026/poster/64902,"Vision-Language Navigation (VLN) requires agents to follow natural language instructions in partially observed 3D environments, motivating map representations that aggregate spatial context beyond local perception. However, most existing approaches rely on hand-crafted maps constructed independently of the navigation policy. We argue that maps should instead be learned representations shaped directly by navigation objectives rather than exhaustive reconstructions. Based on this insight, we propose MapDream, a map-in-the-loop framework that formulates map construction as autoregressive bird’s-e",https://openreview.net/forum?id=IkXFH6alZN,https://arxiv.org/abs/2602.00222
Navigation,Motion Planning in Compressed Representation Spaces,Lukas Lao Beyer; Sertac Karaman,https://icml.cc/virtual/2026/poster/65600,"Deep learning methods have vastly expanded the capabilities of motion planning in robotics applications, as learning priors from large-scale data has been shown to be essential in capturing the highly complex behavior required for solving tasks such as manipulation or navigation for autonomous vehicles. At the same time, model-based planning algorithms based on search or optimization remain an essential tool due to their flexibility, efficiency, and the ability to incorporate domain knowledge via expert-designed algorithms and objective functions. We propose a new generative framework to unify",https://openreview.net/forum?id=Bz1uTQKD58,
Navigation,N2M: Bridging Navigation and Manipulation by Learning Pose Preference from Rollout,Kaixin Chai; Hyunjun Lee; Joseph Lim,https://icml.cc/virtual/2026/poster/60605,"Determining where to execute the manipulation policy is a fundamental challenge in mobile manipulation. Most approaches have formulated this as a geometric search problem, prioritizing physical reachability. However, given the high sensitivity of modern learning-based manipulation policies, geometric criteria alone are insufficient. Optimal performance requires base positioning that is aware of the policy's preference. While recent works have attempted to address this, they remain limited in practicality due to reliance on pre-built scene reconstruction and slow inference. In this work, we int",https://openreview.net/forum?id=yW9uNbRgOh,https://arxiv.org/abs/2509.18671
Navigation,NavOL: Navigation Policy with Online Imitation Learning,Xiaofei Wei; Chun Gu; Li Zhang,https://icml.cc/virtual/2026/poster/63657,"Learning robust navigation policies remains a core challenge in robotics. Offline imitation learning suffers from distribution shift and compounding errors at rollout, while reinforcement learning requires reward engineering and learns inefficiently. In this paper, we propose NavOL, an online imitation learning paradigm that interacts with a simulator and updates itself using expert demonstrations gathered online. Built upon a pretrained navigation diffusion policy that maps local observations to future waypoints, NavOL trains in a rollout–update loop: during rollout, the policy acts in the si",https://openreview.net/forum?id=Uuh2Sk0mh0,https://arxiv.org/abs/2605.11762
Navigation,"Plan in Sandbox, Navigate in Open Worlds: Learning Physics-Grounded Abstracted Experience for Embodied Navigation",Zhixuan Shen; Jiawei Du; Ziyu Guo; Han Luo; Lilan Peng; Joey Tianyi Zhou; Haonan Luo; Tianrui Li,https://icml.cc/virtual/2026/poster/63554,"Vision-Language Models (VLMs) have demonstrated exceptional general reasoning capabilities. However, their performance in embodied navigation remains hindered by a scarcity of aligned open-world vision and robot control data. Despite simulators providing a cost-effective alternative for data collection, the inherent reliance on photorealistic simulations often limits the transferability of learned policies. To this end, we propose \textit{\textbf{S}andbox-\textbf{A}bstracted \textbf{G}rounded \textbf{E}xperience} (\textbf{\textit{SAGE}}), a framework that enables agents to learn within a physi",https://openreview.net/forum?id=W5e8c9nwNo,https://arxiv.org/abs/2605.10118
Navigation,Plug-and-Play Label Map Diffusion for Universal Goal-Oriented Navigation,Zhixuan Shen; Yijie Zeng; Shengxiang Luo; Tianrui Li; Haonan Luo,https://icml.cc/virtual/2026/poster/61342,"In embodied vision, Goal-Oriented Navigation (GON) requires robots to locate a specific goal within an unexplored environment. The primary challenge of GON arises from the need to construct a Bird's-Eye-View (BEV) map to understand the environment while simultaneously localizing an unobserved goal. Existing map-based methods typically employ self-centered semantic maps, often facing challenges such as reliance on complete maps or inconsistent semantic association. To this end, we propose Plug-and-Play Label Map Diffusion (PLMD), which defines a novel map completion diffusion model based on Den",https://openreview.net/forum?id=r8vdDUZ4s3,https://arxiv.org/abs/2605.05960
Navigation,PSG-Nav: Probabilistic Scene Graph Navigation via Multiverse Decision Making,Rufeng Chen; Yue Chang; Xiaqiang Tang; Hechang Chen; Sihong Xie,https://icml.cc/virtual/2026/poster/61826,"Open-vocabulary navigation requires embodied agents to manage significant perception uncertainty stemming from semantic ambiguity and model errors. However, most existing works settle for local optimal deterministic approaches, depriving complex navigation decision-making over multiple composite possibilities that are critical for globally better solutions. In this paper, we propose Probabilistic Scene Graph Navigation (PSG-Nav), which constructs a 3D Probabilistic Scene Graph that uses full semantic categorical distributions to account for perception uncertainty. To efficiently use the local ",https://openreview.net/forum?id=mcaZVJ7Apl,https://arxiv.org/abs/2606.01313
Navigation,SafeDec: Constrained Decoding for Safe Autoregressive Generalist Robot Navigation Policies,Parv Kapoor; Akila Ganlath; Michael Clifford; Changliu Liu; Sebastian Scherer; Eunsuk Kang,https://icml.cc/virtual/2026/poster/60775,"Recent advances in end-to-end, multi-task robot policies based on transformer models have demonstrated impressive generalization to real-world embodied navigation tasks. Trained on vast datasets of simulated and real-world trajectories, these policies map multimodal observations directly to action sequences for physical execution. Despite promising real-world capabilities, these models are still data-driven and, therefore, lack explicit notions of behavioral correctness. We address this gap by introducing SafeDec , a constrained decoding framework for autoregressive, transformer-based robot na",https://openreview.net/forum?id=woiiKET6bn,
Navigation,SC$^{2}$-WM: A Self-Correcting World Model with Closed-Loop Feedback for Vision-and-Language Navigation in Continuous Environments,Xuan Yao; Yuze Zhu; JUNYU GAO; Zongmeng Wang; Changsheng Xu,https://icml.cc/virtual/2026/poster/64257,"Vision-and-Language Navigation in Continuous Environments (VLN-CE) requires agents to make fine-grained navigation decisions under partial observability. However, most existing methods rely on open-loop execution, lacking mechanisms to detect and correct internal state drift during inference. We propose SC$^{2}$-WM, a self-correcting world model framework that introduces internal feedback for closed-loop decision making in VLN-CE. Our method derives feedback from world-model foresight to perform state-level plan refinement before action execution. To handle challenging scenarios, we further in",https://openreview.net/forum?id=PQtwLElwdg,
Navigation,SpikeVLA: Vision-Language-Action Models with Spiking Neural Networks,Ruiqi Song; Dujun Nie; Siyu Teng; Baiyong Ding; Xiaotong Zhang; Dong Li; Chenming Zhang; Yuchen Li; Hangbin Wu; Long Chen,https://icml.cc/virtual/2026/poster/63548,"Vision-Language-Action (VLA) models have become a central paradigm for embodied intelligence. However, most existing approaches are built on large-scale Transformers, resulting in substantial inference latency and energy consumption that limit their practical deployment in low-power, real-time scenarios. We propose SpikeVLA, an end-to-end spiking VLA framework for embodied navigation with energy-efficient inference, consisting of three key components. (i) a spiking vision encoder, Spike-V, that replaces dense continuous computation with event-driven spiking representations to reduce the energy",https://openreview.net/forum?id=W86R5sIsxE,
Navigation,TIC-VLA: A Think-in-Control Vision-Language-Action Model for Robot Navigation in Dynamic Environments,Zhiyu Huang; Yun Zhang; Johnson Liu; Rui Song; Chen Tang; Jiaqi Ma,https://icml.cc/virtual/2026/poster/65809,"Robots in dynamic, human-centric environments must follow language instructions while maintaining real-time reactive control. Vision-language-action (VLA) models offer a promising framework, but they assume temporally aligned reasoning and control, despite semantic inference being inherently delayed relative to real-time action. We introduce Think-in-Control (TIC)-VLA, a latency-aware framework that explicitly models delayed semantic reasoning during action generation. TIC-VLA defines a delayed semantic-control interface that conditions action generation on delayed vision-language semantic sta",https://openreview.net/forum?id=9wYjjPydfe,
Navigation,Turning Adaptation into Assets: Cross-Domain Bridging for Online Vision-Language Navigation,Zixuan Hu; Xuantuo Huang; Yancheng Li; Yichun Hu; Shengyong Xu; LINGYU DUAN,https://icml.cc/virtual/2026/poster/63184,"Navigating under non-stationary environment shifts poses a critical challenge for a Vision-and-Language Navigation (VLN) agent deployed in the wild. Yet, existing Test-Time Adaptation (TTA) methods for VLN largely treat online adaptation as transient, isolated updates, leading to catastrophic forgetting and negative transfer. To overcome these issues, we propose I nter- D omain Bridg E with Historical A ssets ( IDEA ), a novel TTA framework that transforms adaptation into the accumulation and composition of assets. Specifically, IDEA introduces soft prompts optimized via a Fisher-guided weight",https://openreview.net/forum?id=ZJnIdRb1Jq,https://arxiv.org/abs/2605.23257
Navigation,When Replanning Becomes the Bottleneck: Budgeted Replanning for Embodied Agents,Shuaijun Liu; Feiyang You; Xingwei Chen; Ningxin Su,https://icml.cc/virtual/2026/poster/63603,"Embodied agents replan frequently to recover from execution drift, partial observability, and coordination hazards. In many LLM-based planners, each replanning call consumes an accumulated textual context that grows over time and across agents (history, failures, summaries, and messages). Once this context becomes large, replanning latency develops heavy tails and can miss real-time deadlines even when task success remains high---a failure mode that is hard to detect from average latency or success alone. We present BRACE, a controller that formulates replanning for embodied agents as a budget",https://openreview.net/forum?id=VZAd3E3D6w,
Manipulation / Policy Learning,Decompose and Recompose: Reasoning New Skills from Existing Abilities for Cross-Task Robotic Manipulation,Xitie Zhang; Aming WU; Yahong Han,https://icml.cc/virtual/2026/poster/63250,"Cross-task generalization is a core challenge in open-world robotic manipulation, and the key lies in extracting transferable manipulation knowledge from seen tasks. Recent in-context learning approaches leverage seen task demonstrations to generate actions for unseen tasks without parameter updates. However, existing methods provide only low-level continuous action sequences as context, failing to capture composable skill knowledge and causing models to degenerate into superficial trajectory imitation. We propose Decompose and Recompose, a skill reasoning framework using atomic skill-action p",https://openreview.net/forum?id=YkLsed7G04,https://arxiv.org/abs/2605.01448
Manipulation / Policy Learning,Demystifying Action Space Design for Robotic Manipulation Policies,Yuchun Feng; Jinliang Zheng; Zhihao Wang; Dongxiu Liu; Jianxiong Li; Jiangmiao Pang; Tai Wang; Xianyuan Zhan,https://icml.cc/virtual/2026/poster/65967,"The specification of the action space plays a pivotal role in imitation-based robotic manipulation policy learning, fundamentally shaping the optimization landscape of policy learning. While recent advances have focused heavily on scaling training data and model capacity, the choice of action space remains guided by ad-hoc heuristics or legacy designs, leading to an ambiguous understanding of robotic policy design philosophies. To address this ambiguity, we conducted a large-scale and systematic empirical study, confirming that the action space does have significant and complex impacts on robo",https://openreview.net/forum?id=8OoW6Nd7ZX,https://arxiv.org/abs/2602.23408
Manipulation / Policy Learning,DexMachina: Functional Retargeting for Bimanual Dexterous Manipulation,Zhao Mandi; Yifan Hou; Dieter Fox; Yashraj Narang; Ajay Mandlekar; shuran song,https://icml.cc/virtual/2026/poster/63277,"We study the problem of functional retargeting: learning dexterous manipulation policies to track object states from human hand-object demonstrations. We focus on long-horizon, bimanual tasks with articulated objects, which are challenging due to large action space, spatiotemporal discontinuities, and the embodiment gap between human and robot hands. We propose DexMachina, a novel curriculum-based algorithm: the key idea is to use virtual object controllers with decaying strength: an object is first driven automatically towards its target states, such that the policy can gradually learn to tak",https://openreview.net/forum?id=YScdQhxHgS,https://arxiv.org/abs/2505.24853
Manipulation / Policy Learning,FlatLab: A Unified Methodology Framework and Simulation-Based Benchmark for Robotic Manipulation of Flat Objects,Xingyu Zhu; Wenshuo Han; Zhouyu Wang; Yuran Wang; Ruihai Wu; Hao Dong; Fan Tang; Hechang Chen; Hyung Jin Chang; Yixing Gao,https://icml.cc/virtual/2026/poster/66662,"Robotic manipulation of flat objects is challenging due to the ungraspable configurations and strong variations in object geometry and material. Existing methods rely on heuristic pre-manipulation and are often evaluated in closed settings with limited generalization. We propose a unified framework that decouples the manipulation into a strategy generator and an action execution module. The strategy generator predicts appropriate manipulation strategies from object point clouds by learning strategy-centric, object-invariant representations via simulated data transformation and contrastive lear",https://openreview.net/forum?id=1dWG9PJSVp,
Manipulation / Policy Learning,FocalPolicy: Frequency-Optimized Chunking and Locally Anchored Flow Matching for Coherent Visuomotor Policy,Qian He; Zhenshuo Yang; Wenqi Liang; Chunhui Hao; Nicu Sebe; Jiandong Tian,https://icml.cc/virtual/2026/poster/66520,"Visuomotor policies aim to learn complex manipulation tasks from expert demonstrations. However, generating smooth and coherent trajectories remains challenging, as it requires balancing proximal precision with distal foresight. Existing approaches typically focus on optimizing intra-chunk action distributions, often neglecting the inter-chunk coherence. Consequently, inter-chunk discontinuities significantly impede the learning of coherent long-horizon actions. To overcome this limitation and achieve a synergetic balance between precision and foresight, we propose FocalPolicy, a foresight-awa",https://openreview.net/forum?id=2zMJ5cLziN,https://arxiv.org/abs/2605.15944
Manipulation / Policy Learning,Focus-Then-Contact: Speeding Up Robotic Contact-Rich Task Learning with Affordance-Guided Real-World Residual Reinforcement Learning,Guanren Qiao; Ruixiang Ouyang; Sheng Xu; Ruixing Jin; Yueci Deng; Yunxin Tai; Kui Jia; Guiliang Liu,https://icml.cc/virtual/2026/poster/66289,"Real-World Reinforcement Learning (RL) has shown significant potential in robotic manipulation tasks. However, many methods still require substantial human-in-the-loop involvement to complete contact-rich tasks, especially when there are disruptions such as visual backgrounds or positional changes. To address this, we propose the Focus Then Contact (FTC), a lightweight and low-cost method to accelerate the convergence of human-in-the-loop real-world RL for contact-rich tasks. FTC leverages residual RL to provide base actions, helping the system quickly reach the target regions and improve samp",https://openreview.net/forum?id=536wLPu3Xp,
Manipulation / Policy Learning,From Imagined Futures to Executable Actions: Mixture of Latent Actions for Robot Manipulation,Yajie Li; Bozhou Zhang; Chun Gu; Zipei Ma; Jiahui Zhang; Jiankang Deng; Xiatian Zhu; Li Zhang,https://icml.cc/virtual/2026/poster/66091,"Video generation models offer a promising imagination mechanism for robot manipulation by predicting long-horizon future observations, but effectively exploiting these imagined futures for action execution remains challenging. Existing approaches either condition policies on predicted frames or directly decode generated videos into actions, both suffering from a mismatch between visual realism and control relevance. As a result, predicted observations emphasize perceptual fidelity rather than action-centric causes of state transitions, leading to indirect and unstable control. To address this ",https://openreview.net/forum?id=786uULN9ZG,https://arxiv.org/abs/2605.12167
Manipulation / Policy Learning,Joint-Space Empowerment as a Theory of Dexterous Motor Coordination,James Heald; Vittorio Caggiano; Vikash Kumar; Maneesh Sahani,https://icml.cc/virtual/2026/poster/61426,"Searching for effective policies in high-dimensional action spaces is notoriously challenging. This difficulty is compounded in overactuated musculoskeletal systems, where multiple muscles span each joint, and individual muscles actuate multiple joints. Although this redundancy complicates naive policy search, it also implies that effective control can be captured by a low-dimensional action manifold. To identify such a manifold, we introduce joint-space empowerment (JSE) , a novel information-theoretic principle that quantifies how much control an agent has over its body. We use JSE to discov",https://openreview.net/forum?id=qI2eHwfNfh,
Manipulation / Policy Learning,LAGEA: Language Guided Embodied Agents for Robotic Manipulation,Abdul Monaf Chowdhury; Akm Moshiur Rahman Mazumder; Safaeid Arib; Rabeya Akter,https://icml.cc/virtual/2026/poster/60801,"Robotic manipulation benefits from foundation models that describe goals, but today's agents still lack a principled way to learn from their own mistakes. We ask whether natural language can serve as feedback, an error-reasoning signal that helps embodied agents diagnose what went wrong and correct course. We introduce LAGEA (Language Guided Embodied Agents), a framework that turns episodic, schema-constrained reflections from a vision language model (VLM) into temporally grounded guidance for reinforcement learning. LAGEA summarizes each attempt in concise language, localizes the decisive mom",https://openreview.net/forum?id=watVfFbZGF,https://arxiv.org/abs/2509.23155
Manipulation / Policy Learning,ManiSoft: Towards Vision-Language Manipulation for Soft Robotics,Ziyu Wei; Luting Wang; Chen GAO; Li Wen; Si Liu,https://icml.cc/virtual/2026/poster/63416,"Most existing vision-language manipulation research targets rigid robotic arms, whose fixed morphology limits adaptability in cluttered or confined spaces. Soft robotic arms offer an appealing alternative due to their deformability, but confront challenges such as unreliable proprioception and distributed low-level actuation. To investigate these challenges, we introduce ManiSoft, a benchmark for vision-language manipulation with soft arms. \ManiSoft{} features a tailored simulator that couples realistic soft-body dynamics with contact-rich interactions via an elastic force constraint. On this",https://openreview.net/forum?id=XMO8lp4I2n,
